Product Name,Product Price,Product Rating,Number of Reviews,Product Units Sold,Product Category,Product URL,Product Image URL
"3pcs 7-grid Underwear Storage Box, Multifunction Nylon Socks Storage Box For Home",2.87,4.6,34869,42K+,,https://www.temu.com/3pcs-7-grid-underwear-storage-box-multifunction-nylon-socks-storage-box-for-home-g-601099516829657.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/baec37cffe864b5b4b02cbad98b7c6b0.jpg?imageView2/2/w/500/q/80/format/webp
"Trendy Girl's 2pcs, Plaid Pattern Sundress & Crop Sweatshirt Set, Casual Outfits, Kids Clothes For Spring Autumn",8.09,4.8,15931,4.3K+,,https://www.temu.com/girls-trendy-2pcs-plaid-pattern-sundress-crop-sweatshirt-set-casual-outfits-kids-clothes-for-spring-autumn-g-601099521570408.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/d2a2ad5efb0f0e71960cd00c721d62eb.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Waterproof Sofa Slipcover, Couch Cover For Dogs Pets, Furniture Protector For Bedroom Office Living Room Home Decor",15.28,4.7,12657,3.5K+,,https://www.temu.com/1pc-waterproof-sofa-slipcover-couch-cover-for-dogs-pets-furniture-protector-for-bedroom-office-living-room-home-decor-g-601099518882993.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/fd2321722072f2e30d9dc40b6a36c227.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Elegant Artificial Eucalyptus Garland with Seeds - Perfect for Weddings, Home Decor, and Baby Showers",6.48,4.7,24752,17K+,,https://www.temu.com/1pc-artificial-eucalyptus-garland-with-seed-faux-eucalyptus-leaves-greenery-garland-vine-for-wedding-table-runner-centerpiece-arch-bridal-baby-shower-decor-home-decor-g-601099518259247.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5c5c1671d1b242d8a2cad6c04d1ab22f.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Blue Indestructible Disc: Cut Everything In Seconds With Diamond Cutting Wheels For Smooth Cutting, Grinding & Chamfering Of Ceramic Tile, Marble, Slate, PVC Pipe & Wood!",3.47,4.8,6418,26K+,Cutting Tools,https://www.temu.com/1pc-blue-indestructible-disc-for-grinder-cut-everything-in-seconds-indestructible-disc-for-angle-grinder-diamond-cutting-wheels-for-smooth-cutting-chamfering-grinding-of-ceramic-tile-marble-slate-pvc-pipe-wood-cutting-all-materials-g-601099517901831.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/31027509fddcde8c1113e27f189526bc.jpg?imageView2/2/w/500/q/80/format/webp
"5 Pairs Thermal Socks For Men, Men's Thermal Socks Multipack Warm Socks Men Thermal Wool Warm Winter Socks For Men Thick Socks For Boots Wool Socks For Men 9-11 Wool Socks Men US 7-13 UK 9-11 EU 43-46",6.15,4.8,15519,5.7K+,,https://www.temu.com/5-pairs-thermal-socks-for-men-mens-thermal-socks-multipack-warm-socks-men-thermal-wool-warm-winter-socks-for-men-thick-socks-for-boots-wool-socks-for-men-9-11-wool-socks-men-us-7-13-uk-9-11-eu-43-46-g-601099517590074.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1e69e0479a468ea4995dece603311a55.jpg?imageView2/2/w/500/q/80/format/webp
"Retro Style Men's Solid Long Sleeve Henley Tee With Drawstring For Spring Fall, Gift For Men",11.35,4.7,8783,12K+,,https://www.temu.com/mens-casual-cotton-linen-shirt-solid-color-drawstring-shirt-g-6017592186051934.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/c00b0da7299638e4493e8eca3889b738.jpg?imageView2/2/w/500/q/80/format/webp
Super Fast Charging Cable: 120W 6A USB Type C Charge Cable,2.94,4.7,7985,42K+,Cables & Adapters,https://www.temu.com/1pc-120w-6a-fast-charge-cable-with-usb-to-type-c-usb-c-charge-cable-g-601099514576339.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/ae30972e09d7e96b39f2dac126710c3f.jpg?imageView2/2/w/500/q/80/format/webp
Elevate Your Car's Aroma With This Stylish Elephant Car Air Vent Perfume Clip,2.23,4.7,150402,100K+,Interior Accessories,https://www.temu.com/elephant-car-air-vent-perfume-clip-g-601099511752756.html,https://img.kwcdn.com/product/1d14c6c1592/054dd203-decb-40b6-bba9-7e8bf90080ed_800x800.jpeg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Pants, Women's Plus Denim Print High Stretch Flare Leg Pants",10.19,4.6,28697,11K+,,https://www.temu.com/plus-size-casual-pants-womens-plus-denim-print-high-stretch-flare-leg-pants-g-601099514716002.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/b11d8141f2ab6bd74cd18faa46bbe283.jpg?imageView2/2/w/500/q/80/format/webp
"Letter Print T-shirt, Casual Crew Neck Short Sleeve Summer T-shirt, Women's Clothing",8.09,4.8,125838,17K+,,https://www.temu.com/letter-print-t-shirt-casual-crew-neck-short-sleeve-summer-t-shirt-womens-clothing-g-601099517227503.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/d872386456f14a1b9ad81dab28535d09.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Chunky Heeled Sandals, Knitting Peep Toe Slip On Slingback Low Heels, Fashion Fabric Sandals",22.48,4.7,9304,2K+,,https://www.temu.com/womens-chunky-heeled-sandals-knitting-peep-toe-slip-on-slingback-low-heels-fashion-fabric-sandals-g-601099519633770.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5001376c7f1d98b1f96f64a4c2d7a28f.jpg?imageView2/2/w/500/q/80/format/webp
"Heart Pattern Satin Pajama Set, Comfortable Short Sleeve Button Pajama Top & Lounge Pant For Valentine's Gifts, Women's Loungewear & Sleepwear",10.29,4.8,67074,23K+,,https://www.temu.com/heart-pattern-satin-pajama-set-comfortable-short-sleeve-button-pajama-top-lounge-pant-for-valentines-gifts-womens-loungewear-sleepwear-g-601099512459993.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/767ac1610b2ff7dd49e7117fb1200401.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Coat, Women's Plus Solid Ribbed Long Sleeve Drawstring Hoodie Button Up Coat",14.97,4.6,21650,2.8K+,,https://www.temu.com/plus-size-casual-coat-womens-plus-solid-ribbed-long-sleeve-drawstring-hoodie-button-up-coat-g-601099518207058.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/902dbe8d6d2e51cbd187daa2b3baaa64.jpg?imageView2/2/w/500/q/80/format/webp
"45cm/17.72inch Mermaid Doll Girl Toy Blue Eyed Children's Princess Doll Wedding Dress Doll Family Birthday Gift Fish Tail Can Be Unfolded , Christmas/Halloween/Thanksgiving Gift",7.98,4.6,24291,16K+,Dolls & Accessories,https://www.temu.com/17-72inch-mermaid-doll-girl-toy-blue-eyes-childrens-princess-doll-wedding-dress-doll-play-house-birthday-gift-fishtail-can-be-expanded-g-601099515988093.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/e4f51382b6e77c8af21bd20fde9a406c.jpg?imageView2/2/w/500/q/80/format/webp
Pure Cotton Baby Romper Baby Girl Boys Short-sleeve Jumpsuit 0.0-944.88inch Fun Fashion Letter Printed Onesie,2.72,4.9,21238,35K+,Baby Onesies,https://www.temu.com/baby-boys-casual-party-print-romper-short-sleeve-soft-comfortable-romper-for-summer-g-601099513151919.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/f5b86143193342ef2066a7d568cd9d92.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Pumpkin & Ghost Pattern Shoes, Slip On Low-top Round Toe Non-slip Canvas Shoes, Outdoor Casual Halloween Shoes",5.38,4.6,5904,4.5K+,,https://www.temu.com/womens-pumpkin-ghost-pattern-shoes-slip-on-low-top-round-toe-non-slip-canvas-shoes-outdoor-casual-halloween-shoes-g-601099521188272.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/522c307cb511efef0702ad63cf1190af.jpg?imageView2/2/w/500/q/80/format/webp
LED Glow-In-The-Dark Pet Collar For Small And Medium Dogs - Keep Your Pet Safe And Visible During Night Walks,2.69,4.6,46512,100K+,"Pet Collars, Leashes & Harnesses",https://www.temu.com/glow-in-the-dark-pet-collar-for-small-medium-dogs-led-dog-collar-for-night-walking-g-601099512345641.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/e0ea6f2bb907f90f4483d0eeee057a20.jpg?imageView2/2/w/500/q/80/format/webp
"Letter Print T-shirt, Casual Crew Neck Short Sleeve T-shirt, Women's Clothing",2.87,4.8,50010,18K+,,https://www.temu.com/letter-print-t-shirt-casual-crew-neck-short-sleeve-t-shirt-womens-clothing-g-601099516670499.html,https://img.kwcdn.com/product/open/2023-04-24/1682338230201-f79afc25d62d42f7951264b57c78c4a1-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual T-shirt, Women's Plus Heart Print Cut Out Short Sleeve V Neck Zipper Slight Stretch T-shirt",11.97,4.6,83443,40K+,,https://www.temu.com/plus-size-casual-t-shirt-womens-plus-heart-print-cold-shoulder-short-sleeve-v-neck-zipper-slight-stretch-t-shirt-g-601099515237298.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/97207487c46b09ba559894815c1360a3.jpg?imageView2/2/w/500/q/80/format/webp
"Solid Cold Shoulder T-Shirt, Casual Long Batwing Sleeve Top For Spring & Fall, Women's Clothing",7.59,4.7,11811,6.2K+,,https://www.temu.com/solid-cold-shoulder-t-shirt-casual-long-batwing-sleeve-top-for-spring-fall-womens-clothing-g-601099519039038.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5ee14ff31a9d48354d56093cb492954e.jpg?imageView2/2/w/500/q/80/format/webp
True Wireless Headset Phantom Mini Ultra Small Wireless Non-flash Light Small Ear Sleep Invisible Universal Gift For Birthday/Easter/Boy/Girlfriend,10.63,4.5,5996,1.2K+,,https://www.temu.com/true-wireless-headset-phantom-mini-ultra-small-wireless-non-flash-light-small-ear-sleep-invisible-universal-gift-for-birthday-easter-boy-girlfriend-g-601099524950444.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0925d4a01c6faa4edfa8580fe430ca3f.jpg?imageView2/2/w/500/q/80/format/webp
"Smart Wireless Speakers With Wireless Fast Charging, RGB Light, Sunrise Alarm Clock & Wake Up Light - Perfect For Bedrooms!",18.83,4.7,35740,15K+,,https://www.temu.com/wireless-bt-speaker-with-wireless-fast-charging-rhythm-rgb-light-bar-smart-light-sunrise-alarm-clock-wake-up-light-for-bedrooms-dimmable-table-lamp-g-601099517237679.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9125c21466a7dae4c5becfd2a8de8f3e.jpg?imageView2/2/w/500/q/80/format/webp
"3pcs Satin Duvet Cover Set, Imitation Silk Bedding Set, Solid Color Quilt Cover Set, Without Quilt And Pillow Core (1pc Duvet Cover And 2pcs Pillowcases)",15.99,4.7,20344,11K+,,https://www.temu.com/3pcs-satin-duvet-cover-set-imitation-silk-bedding-set-solid-color-quilt-cover-set-1pc-duvet-cover-and-2pcs-pillowcases-g-601099512205344.html,https://img.kwcdn.com/product/enhanced_images/e5a2c03dfbd4ed56a348179b56dcae87_enhanced.jpg?imageView2/2/w/500/q/80/format/webp
"24pcs, Fruit Flavored Pre-Rolled Cones, Tapered Paper With Tips On The Roll, Suitable For Regular Herb Grinder Flavor Paper, Translucent Pre-Rolled Cones, Cigarette Paper, Hornet Natural Unrefined Rolling Paper, Cones King Size",5.09,4.6,5368,30K+,Tobacco-Related Products & Lighters,https://www.temu.com/24pcs-fruit-flavored-pre-rolled-cones-tapered-paper-with-tips-on-the-roll-suitable-for-regular-herb-grinder-flavor-paper-translucent-pre-rolled-cones-cigarette-paper-hornet-natural-unrefined-rolling-paper-cones-king-size-g-601099516612214.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/cc155ea5e3ffd6afe7cdd6cd7a85e98b.jpg?imageView2/2/w/500/q/80/format/webp
"Solid Off Shoulder Pullover Sweater, Casual Long Batwing Sleeve Sweater For Spring & Fall, Women's Clothing",14.97,4.6,9200,7.6K+,,https://www.temu.com/solid-off-shoulder-pullover-sweater-casual-long-batwing-sleeve-sweater-for-spring-fall-womens-clothing-g-601099519653247.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7a7a5fb68832d22cbbe14a3d4b14cb71.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Elegant Dress, Women's Plus Geometric Print Half Sleeve Round Neck Loose Fit Dress",14.86,4.7,49244,8.6K+,,https://www.temu.com/plus-size-elegant-dress-womens-plus-geometric-print-half-sleeve-round-neck-loose-fit-dress-g-601099515124425.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/2a17552813d213c584773d7481f208c1.jpg?imageView2/2/w/500/q/80/format/webp
"5100pcs Clay Bead Bracelet Making Kit, Preppy Spacer Flat Beads For Jewelry Making, Polymer Black Stone Beads With Charms And Bungee Cord For Girls Gifts Girls Crafts",9.89,4.8,25590,3.6K+,Jewelry Making Accessories,https://www.temu.com/5100pcs-clay-bead-bracelet-making-kit-preppy-spacer-flat-beads-for-jewelry-making-polymer-black-stone-beads-with-charms-and-bungee-cord-for-girls-gifts-girls-crafts-g-601099516217563.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/9ae4a648a6f00d55441192ff330e7d2b.jpg?imageView2/2/w/500/q/80/format/webp
"Color Block Two Piece Set, Crew Neck Short Sleeve Top & Drawstring Skinny Pants, Women's Clothing",13.89,4.7,50961,11K+,,https://www.temu.com/color-block-two-piece-set-crew-neck-short-sleeve-top-drawstring-skinny-pants-womens-clothing-g-601099513502975.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/4c6094e6d80df378ff2fcbf016a8d0de.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Top, Women's Plus Ombre Print Zipper Long Sleeve Round Neck Slight Stretch Top",11.48,4.5,39963,4.9K+,,https://www.temu.com/plus-size-casual-top-womens-plus-ombre-print-zipper-long-sleeve-round-neck-slight-stretch-top-g-601099517870594.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1b72fdb7395acde18069fd2b71ac4462.jpg?imageView2/2/w/500/q/80/format/webp
"Elegant Two-piece Dress Set, Crop Half Sleeve Top & Floral Print Tank Dress Outfits, Women's Clothing",16.59,4.7,14306,1.3K+,,https://www.temu.com/elegant-two-piece-dress-set-crop-half-sleeve-top-floral-print-tank-dress-outfits-womens-clothing-g-601099523343118.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/24657fe5516a49412c7aac9994b8f755.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Fashionable And Warm Plush Inner Winter Snow Boots With Side Zipper, Anti-slip Comfortable Ankle Boots For Outdoor",13.57,4.7,14403,1.9K+,,https://www.temu.com/womens-fashionable-and-warm-plush-inner-winter-snow-boots-with-side-zipper-anti-slip-comfortable-ankle-boots-for-outdoor-g-601099522597489.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/e424989a0bf0103c213da14a9b1bfc6e.jpg?imageView2/2/w/500/q/80/format/webp
Magnetic Car Phone Holder Universal Paste Holder Stand For IPhone Samsung Xiaomi Phone Holder Stand Car Mount Dashboad,1.98,4.6,42768,28K+,Car Phone Holder,https://www.temu.com/magnetic-car-phone-holder-universal-paste-holder-stand-for-iphone-samsung-xiaomi-phone-holder-stand-car-mount-dashboad-g-601099518845232.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/28c520ca5b3a377b3fc4980fc5ec0200.jpg?imageView2/2/w/500/q/80/format/webp
Baby Non-slip Floor Socks Cartoon Animal Print Shoes Socks For Toddler Boys And Girls,2.78,4.8,19325,97K+,Kids' Accessories,https://www.temu.com/baby-non-slip-floor-socks-cartoon-animal-print-shoes-socks-for-toddler-boys-and-girls-g-601099513437465.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/314df2ed0071fc9bfd0c4a11efd988aa.jpg?imageView2/2/w/500/q/80/format/webp
"Leopard Print Button Tiered Dress, Ruffle Hem V Neck Short Sleeve Layered Dress, Casual Every Day Dress, Women's Clothing",10.29,4.8,14417,12K+,,https://www.temu.com/leopard-print-button-dress-ruffle-hem-v-neck-short-sleeve-dress-casual-every-day-dress-womens-clothing-g-601099513963623.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/e259da1eb1a9153865a9484baf50055f.jpg?imageView2/2/w/500/q/80/format/webp
"Face Lift Cream, Lifting & Firming Cream ORGANIC Instant Formula For Facial, Neck, Chest ,Softens Skin And Smoothes Wrinkles 1.85 Fl.Oz",5.84,4.8,9048,30K+,Facial care,https://www.temu.com/face-lift-cream-lifting-firming-cream-organic-instant-formula-for-facial-neck-chest-softens-skin-and-smoothes-wrinkles-1-85-fl-oz-g-601099515189170.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/df6fe6c0c9b580a28b36a92f9c690197.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Ripped Stretchy Button Fly Pocket Skinny Leg Jeans, Casual Denim Pants",17.47,4.6,73499,11K+,,https://www.temu.com/womens-ripped-stretchy-button-fly-pocket-skinny-leg-jeans-casual-denim-pants-g-601099512127589.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/883b9a467be3dd41a67dfe7438fbfda7.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Pants, Women's Plus Solid Ruffle Trim Elastic High Rise Jogger Trousers With Pockets",13.97,4.7,18813,992,,https://www.temu.com/plus-size-casual-pants-womens-plus-solid-ruffle-trim-elastic-high-rise-jogger-trousers-with-pockets-g-601099519043480.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/0210e570d8a7ca6252ceb82eb08563fe.jpg?imageView2/2/w/500/q/80/format/webp
"Solid Cable Sweatshirt, Casual Crew Neck Long Sleeve Sweatshirt For Spring & Fall, Women's Clothing",11.19,4.6,44865,2.3K+,,https://www.temu.com/solid-cable-sweatshirt-casual-crew-neck-long-sleeve-sweatshirt-for-spring-fall-womens-clothing-g-601099520382192.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/10e801998e3a8db4d4d88c5ed2bf4fab.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Sporty Sweatshirt Dress, Women's Plus Striped Long Sleeve Crew Neck Medium Stretch Sweatshirt Dress",11.46,4.7,9104,4.9K+,,https://www.temu.com/plus-size-sporty-sweatshirt-dress-womens-plus-striped-long-sleeve-crew-neck-medium-stretch-sweatshirt-dress-g-601099520389112.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/3fcdef23c00ddc16c639410ba0271298.jpg?imageView2/2/w/500/q/80/format/webp
"Solid Textured Tank Top, Casual Summer Sleeveless Top, Women's Clothing",4.27,4.6,7234,2.8K+,,https://www.temu.com/solid-textured-tank-top-casual-summer-sleeveless-top-womens-clothing-g-601099521566919.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/d4b701bf393d35c33113164fc2253681.jpg?imageView2/2/w/500/q/80/format/webp
"50pcs/100pcs, Christmas Snowman Wooden Beads With Jute Twine, Unfinished Winter White Round Wood Beads For DIY Crafting Making Holiday Party Home Decor",3.99,4.8,17605,16K+,,https://www.temu.com/50pcs-100pcs-christmas-snowman-wooden-beads-with-jute-twine-unfinished-winter-white-round-wood-beads-for-diy-crafting-making-holiday-party-home-decor-g-601099512506057.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/d13abb5f9a1b4d765e4b19dcaac9b878.jpg?imageView2/2/w/500/q/80/format/webp
Women's Dresses Solid Color Lapel Long Sleeve Slim Fashion Maxi Dresses,19.29,4.6,13557,3.7K+,,https://www.temu.com/womens-dresses-solid-color-lapel-long-sleeve-slim-fashion-maxi-dresses-g-6017592186078175.html,https://img.kwcdn.com/product/enhanced_images/74c573b5150dbdc8293478dbd39cf75d_enhanced.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Blouse, Women's Plus Gingham Print Turn Down Collar Long Sleeve Shirt",13.97,4.6,22389,24K+,,https://www.temu.com/plus-size-casual-blouse-womens-plus-gingham-print-turn-down-collar-long-sleeve-shirt-g-601099513866057.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/2be17f5c1285d418f798d74233ef6bef.jpg?imageView2/2/w/500/q/80/format/webp
"Casual Rib Simple Slim Leggings Pants, Solid High Waisted Fashion Fall & Winter Long Pants, Women's Clothing",10.79,4.6,7248,17K+,,https://www.temu.com/casual-rib-simple-slim-leggings-pants-solid-high-waisted-fashion-fall-winter-long-pants-womens-clothing-g-601099512303543.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/1a6b0331971a67f8ac58dc60b23dea32.jpg?imageView2/2/w/500/q/80/format/webp
"Boost Your Child's Reading Skills with Phonics Flash Cards - Educational Toys for Toddlers and Kids! ,Halloween,Christmas, and Thanksgiving Day gift",8.48,4.8,11087,6K+,,https://www.temu.com/i-can-read-phonics-flash-cards-baby-toddler-learning-and-educational-toys-children-teaching-aids-montessori-card-learning-english-word-g-601099519535413.html,https://img.kwcdn.com/product/open/2023-06-21/1687333025666-6800c1e413c44872967ce61ce5fa946e-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"1pcs Hair Color Pen Hair Stick Lasting Fast Temporary Hair Dye To Cover White, Temporary Hair Dye Mascara Non-toxic Hair Color Dyeing Salon Stick Chalk",1.27,4.6,12244,100K+,,https://www.temu.com/1pcs-hair-color-pen-hair-stick-lasting-fast-temporary-hair-dye-to-cover-white-temporary-hair-dye-mascara-non-toxic-hair-color-dyeing-salon-stick-chalk-g-601099512682330.html,https://img.kwcdn.com/product/open/2022-11-09/1667986764330-2cd41118838c413f8f5403aa93969ca3-goods.jpeg?imageView2/2/w/500/q/80/format/webp
"14pcs Small Hand-Held Electric Screwdriver Set, 90° Rotatable Foldable Hand Drill Screwdriver Bits",9.89,4.7,14514,14K+,Power Tools,https://www.temu.com/14pcs-small-hand-held-electric-screwdriver-set-90-rotatable-foldable-hand-drill-screwdriver-bits-g-601099515467801.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/944d39a62a6cfcd3a22ec19d69668e16.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Yellow Flower Little Cow, Acrylic Decorative Pendant, Car Accessories, 2D Flat Pendant Decoration, Bag & Key Chain Accessories",1.79,4.6,40722,7.7K+,Interior Accessories,https://www.temu.com/1pc-yellow-flower-little-cow-acrylic-decorative-pendant-car-accessories-2d-flat-pendant-decoration-bag-key-chain-accessories-g-601099523832885.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/2fda4d6757ec48029ce3e3129fb4a871.jpg?imageView2/2/w/500/q/80/format/webp
"Plus Size Casual Overalls, Women's Plus Colorblock Denim Print & Floral Print Wide Leg Overalls With Pockets",13.16,4.7,23621,8.7K+,Curve Jumpsuits & Bodysuits,https://www.temu.com/plus-size-casual-overalls-womens-plus-colorblock-denim-floral-print-wide-leg-overalls-with-pockets-g-601099518019153.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/b1498a539909e3e9b30816b221273ed4.jpg?imageView2/2/w/500/q/80/format/webp
"Casual V Neck Looses Dresses , Short Sleeve Notched Neck Mid-length Summer Dresses , Women's Clothings",7.97,4.6,12232,30K+,,https://www.temu.com/casual-v-neck-looses-dresses-short-sleeve-notched-neck-mid-length-summer-dresses-womens-clothings-g-601099514582605.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5915e7df37e8c8c613130b2f026d6630.jpg?imageView2/2/w/500/q/80/format/webp
"Sequin Spaghetti Split Dress, Sexy Bodycon Ruched Sleeveless Evening Dress, Women's Clothing",12.87,4.6,6062,7.3K+,,https://www.temu.com/sequin-spaghetti-split-dress-sexy-bodycon-ruched-sleeveless-evening-dress-womens-clothing-g-601099513376242.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/63c143af516fe7a268513a3dc0e62ca9.jpg?imageView2/2/w/500/q/80/format/webp
"1pc Print Christmas Linen Chair Cover, Chair Cover For Dining Room, Christmas Decorations",4.99,4.8,139268,31K+,,https://www.temu.com/1pc-print-christmas-linen-chair-cover-chair-cover-for-dining-room-christmas-decorations-g-601099511935333.html,https://img.kwcdn.com/product/1d14c6c0898/a15b54f5-fbc6-461e-a2ee-e5e843c86ccd_800x800.jpeg?imageView2/2/w/500/q/80/format/webp
"Sequins Print Crew Neck T-Shirt, Casual Long Sleeve Top For Spring & Fall, Women's Clothing",8.09,4.5,10213,5.2K+,,https://www.temu.com/sequins-print-crew-neck-t-shirt-casual-long-sleeve-top-for-spring-fall-womens-clothing-g-601099517374989.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/a9c532899bf14ffd34e5d7e9cb8b0d26.jpg?imageView2/2/w/500/q/80/format/webp
"Vintage Crossbody Bag, Geometric Strap Hobo Bag, Large Capacity Shoulder Bag For Work & School",8.07,4.8,7815,25K+,,https://www.temu.com/large-capacity-solid-color-nylon-crossbody-bag-g-601099513927795.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/920be45071b03d28c42c5942c7a80c6c.jpg?imageView2/2/w/500/q/80/format/webp
"Acrylic Liquid Monomer - Professional Acrylic Liquid Monomer System For Acrylic Nails Extension, For Nail Salon Home DIY (150ml)",3.14,4.7,8305,35K+,,https://www.temu.com/acrylic-liquid-monomer-professional-acrylic-liquid-monomer-system-for-acrylic-nails-extension-for-nail-salon-home-diy-150ml-g-601099514375129.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/82a20798ecdfce1c748c47cc0d5c17f3.jpg?imageView2/2/w/500/q/80/format/webp
"Women's Honeycomb Pattern Textured Knit Running Shoes, Breathable Lace Up Soft Sole Platform Casual Sneakers For Outdoor",13.87,4.7,19712,5.4K+,,https://www.temu.com/womens-honeycomb-pattern-textured-knit-running-shoes-breathable-lace-up-soft-sole-platform-casual-sneakers-for-outdoor-g-601099517493534.html,https://img.kwcdn.com/product/open/2023-05-13/1683971221067-5a78c5d0dfbd4854b120bc26bf55f526-goods.jpeg?imageView2/2/w/500/q/80/format/webp
Electric Foil Shaver,6.94,4.7,50778,30K+,,https://www.temu.com/electric-foil-and-bald-shavers-men-blade-with-rechargeable-beard-shave-g-601099513069299.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/5692b25706a0faaa552c95e26c84d102.jpg?imageView2/2/w/500/q/80/format/webp
"3pcs Polarized Sports Sunglasses For Men & Women, UV400 Windproof Sunglasses For Cycling, Baseball, Running, Fishing, Golf & Driving",10.98,4.8,9126,8.8K+,,https://www.temu.com/3pcs-polarized-sports-sunglasses-for-men-women-uv400-windproof-sunglasses-for-cycling-baseball-running-fishing-golf-driving-g-601099523095116.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/79bdb3aa8602ba8aa9aff063557b1921.jpg?imageView2/2/w/500/q/80/format/webp
WEIXIER Man Bag Single Shoulder Shoulder Shoulder Bag Multi-function Sports Slanting Chest Backpack USB Charging Port Anti-theft Chest Bag,12.48,4.7,34270,11K+,,https://www.temu.com/weixier-mens-bags-shoulder-messenger-bag-multifunctional-sports-diagonal-hanging-chest-backpack-usb-charging-port-anti-theft-chest-bag-mens-messenger-bag-g-601099514490682.html,https://img.kwcdn.com/product/Fancyalgo/VirtualModelMatting/7309190b31f06e724c8c899e359c4524.jpg?imageView2/2/w/500/q/80/format/webp
